Order ID,Buyer,PO Number,Product,Quantity,Order Value,Factory,ETD,DC Status,CBM Status,Packaging %,Labeling %,Production %,Inspection Status,Shipment Status,Documentation Status,Owner,Last Updated,Delay Reason,Country,Container No
,,,,,,,,,,,,,,,,,,,,
